,area_title,geographic_level,State,msa_name,geoid,percent_fossil_employees,meets_fossil_threshold,local_area_unemployment,national_unemployment_rate_prev_year,meets_unemployment_criteria
43928,"Attala County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28007,0.2416520210896309,1,5.8,4.4,1
43929,"Attala County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28007,0.17617264919621228,1,6.3,3.9,1
43950,"Shelby County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48419,4.186893203883495,1,6.0,5.3,1
43951,"Shelby County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48419,0.3241087010720518,1,5.2,4.9,1
44002,"Richland County, Montana",county,Montana,East-Central Montana nonmetropolitan area,30083,9.510763209393346,1,6.3,3.7,1
44016,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,3.713431754370075,1,11.2,9.3,1
44017,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,4.185201997276441,1,10.6,9.6,1
44018,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,4.247032640949556,1,9.7,8.9,1
44019,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,4.073867854491462,1,9.3,8.1,1
44020,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,3.083983478659936,1,8.4,7.4,1
44021,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,2.2346891070593737,1,8.1,6.2,1
44022,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,1.3878254211332313,1,8.4,5.3,1
44023,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,1.4435946462715106,1,7.5,4.9,1
44024,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,2.455777192322168,1,6.5,4.4,1
44025,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,2.19811590065658,1,7.1,3.9,1
44026,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,1.5191756082014236,1,10.7,3.7,1
44027,"Adams County, Mississippi",county,Mississippi,Southwest Mississippi nonmetropolitan area,28001,1.4931520955617341,1,8.2,8.1,1
44038,"Boone County, Arkansas",county,Arkansas,North Arkansas nonmetropolitan area,05009,0.21331371827877896,1,5.3,3.7,1
44086,"McLean County, North Dakota",county,North Dakota,West North Dakota nonmetropolitan area,38055,1.9327980969372585,1,4.5,3.7,1
44153,"Barbour County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54001,0.23902001792650132,1,7.2,6.2,1
44155,"Barbour County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54001,0.9306514560192134,1,5.8,4.9,1
44225,"Marshall County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27089,0.9978308026030369,1,7.0,6.2,1
44235,"Tyler County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48457,0.7220216606498195,1,10.3,8.1,1
44310,"Green Bay, WI MSA",metropolitan_stat_area,Wisconsin,"Green Bay, WI",24580,0.299965458522958,1,6.0,3.7,1
44311,"Green Bay, WI MSA",metropolitan_stat_area,Wisconsin,"Green Bay, WI",24580,0.299965458522958,1,6.0,3.7,1
44312,"Green Bay, WI MSA",metropolitan_stat_area,Wisconsin,"Green Bay, WI",24580,0.299965458522958,1,6.0,3.7,1
44442,"Abilene, TX MSA",metropolitan_stat_area,Texas,"Abilene, TX",10180,1.7959928749135126,1,5.6,3.7,1
44443,"Abilene, TX MSA",metropolitan_stat_area,Texas,"Abilene, TX",10180,1.7959928749135126,1,5.6,3.7,1
44444,"Abilene, TX MSA",metropolitan_stat_area,Texas,"Abilene, TX",10180,1.7959928749135126,1,5.6,3.7,1
44523,"Archuleta County, Colorado",county,Colorado,Southwest Colorado nonmetropolitan area,08007,0.40959625511995323,1,8.6,8.1,1
44621,"Quay County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35037,0.8527131782945736,1,7.2,6.2,1
44622,"Quay County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35037,1.5488482922954727,1,6.9,5.3,1
44623,"Quay County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35037,1.5959517321915144,1,6.1,4.9,1
44626,"Quay County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35037,1.3141683778234086,1,7.2,3.7,1
44628,"Magoffin County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21153,4.150943396226415,1,20.6,9.3,1
44629,"Magoffin County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21153,3.7762237762237763,1,17.1,9.6,1
44650,"Barton County, Kansas",county,Kansas,Kansas nonmetropolitan area,20009,2.593165035205221,1,4.4,3.7,1
44686,"Pottawatomie County, Oklahoma",county,Oklahoma,Southeast Oklahoma nonmetropolitan area,40125,0.4211987965748669,1,6.2,3.7,1
44830,"Anderson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20003,1.0777881911902532,1,3.9,3.7,1
44835,"Big Horn County, Montana",county,Montana,East-Central Montana nonmetropolitan area,30003,0.38937242327072835,1,13.9,8.1,1
44836,"Big Horn County, Montana",county,Montana,East-Central Montana nonmetropolitan area,30003,0.22065313327449249,1,10.0,7.4,1
44845,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.6764822920811778,1,10.0,9.6,1
44846,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.8227583321712454,1,10.0,8.9,1
44847,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.8986589243743952,1,9.4,8.1,1
44848,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.7465840259191435,1,7.7,7.4,1
44852,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.6229175720701144,1,4.5,4.4,1
44853,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.7071302298173248,1,5.0,3.9,1
44854,"Ouachita County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05103,0.6475485661424607,1,6.1,3.7,1
44856,"Polk County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48373,0.6078743102964557,1,9.8,9.3,1
44857,"Polk County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48373,0.966183574879227,1,9.7,9.6,1
44864,"Polk County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48373,0.1758241758241758,1,5.1,4.4,1
44895,"Montgomery County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21173,0.19347705914870095,1,8.4,8.1,1
44897,"Montgomery County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21173,0.1730261360531828,1,6.5,6.2,1
44944,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.2733277655455167,1,7.6,7.4,1
44945,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.372960372960373,1,7.5,6.2,1
44946,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.35362275223835676,1,6.7,5.3,1
44947,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.3069132202869639,1,6.0,4.9,1
44948,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.2932551319648094,1,5.8,4.4,1
44949,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.7219673610588855,1,5.8,3.9,1
44950,"Natchitoches Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22069,0.7173489278752437,1,7.3,3.7,1
44969,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,0.18841262364578426,1,6.4,6.2,1
44970,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,1.211556383970177,1,5.8,5.3,1
44971,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,1.2826603325415677,1,5.1,4.9,1
44972,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,1.2629679747406406,1,5.0,4.4,1
44973,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,1.1952191235059761,1,5.6,3.9,1
44974,"Choctaw County, Mississippi",county,Mississippi,Northeast Mississippi nonmetropolitan area,28019,1.4009661835748792,1,6.2,3.7,1
45005,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.39886039886039887,1,6.3,6.2,1
45006,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.19675925925925924,1,6.1,5.3,1
45007,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.552689756816507,1,5.3,4.9,1
45008,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.6666666666666667,1,5.3,4.4,1
45009,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.8493838975954061,1,5.0,3.9,1
45010,"Beauregard Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22011,0.5072463768115941,1,7.2,3.7,1
45024,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45025,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45026,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45027,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45028,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45029,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45030,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45031,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45032,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45033,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45034,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45035,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45036,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45037,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45038,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.21353862611253704,1,9.5,9.3,1
45174,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45175,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45176,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45177,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45178,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45179,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45180,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45181,"St. Louis, MO-IL MSA",metropolitan_stat_area,Illinois,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45182,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45183,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45184,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45185,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45186,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45187,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45188,"St. Louis, MO-IL MSA",metropolitan_stat_area,Missouri,"St. Louis, MO-IL",41180,0.2272104857559565,1,6.7,3.7,1
45204,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,0.9093492469451548,1,11.7,9.3,1
45205,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,1.3085818624467438,1,11.3,9.6,1
45206,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,1.3666072489601901,1,9.9,8.9,1
45207,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,1.0676156583629894,1,8.9,8.1,1
45209,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,0.8726003490401396,1,6.6,6.2,1
45210,"Wilson County, Kansas",county,Kansas,Kansas nonmetropolitan area,20205,0.7859078590785908,1,6.0,5.3,1
45226,"Roger Mills County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40129,2.7809965237543453,1,5.1,3.7,1
45258,"DeWitt County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48123,6.1519574410039555,1,5.5,5.3,1
45262,"DeWitt County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48123,6.913785922532279,1,6.1,3.7,1
45312,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.24311183144246357,1,12.4,9.3,1
45313,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.24239159709130084,1,13.3,9.6,1
45314,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.23761330634515535,1,11.6,8.9,1
45315,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.1998168345683124,1,10.9,8.1,1
45316,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.19686724300265343,1,9.9,7.4,1
45317,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.20843755210938802,1,8.9,6.2,1
45318,"Toombs County, Georgia",county,Georgia,East Georgia nonmetropolitan area,13279,0.2068787173519524,1,7.9,5.3,1
45348,"Grand Junction, CO MSA",metropolitan_stat_area,Colorado,"Grand Junction, CO",24300,5.227720699820336,1,11.4,9.3,1
45349,"Grand Junction, CO MSA",metropolitan_stat_area,Colorado,"Grand Junction, CO",24300,6.398502625604409,1,10.6,9.6,1
45350,"Grand Junction, CO MSA",metropolitan_stat_area,Colorado,"Grand Junction, CO",24300,6.480481407190249,1,9.8,8.9,1
45351,"Grand Junction, CO MSA",metropolitan_stat_area,Colorado,"Grand Junction, CO",24300,5.139794887599089,1,8.6,8.1,1
45358,"Grand Junction, CO MSA",metropolitan_stat_area,Colorado,"Grand Junction, CO",24300,2.222479071380216,1,7.1,3.7,1
45406,"Missoula, MT MSA",metropolitan_stat_area,Montana,"Missoula, MT",33540,0.2877330382225249,1,6.1,3.7,1
45754,"Hill County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48217,0.3904644471845458,1,6.3,3.7,1
45766,"Sterling County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48431,11.623246492985972,1,6.5,3.7,1
45806,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,1.0483525887890457,1,9.1,8.9,1
45807,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,2.243797195253506,1,9.0,8.1,1
45808,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,2.575856799825366,1,10.1,7.4,1
45809,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,4.030501089324619,1,9.8,6.2,1
45810,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,3.939592908732764,1,9.2,5.3,1
45811,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,4.007971656333038,1,7.6,4.9,1
45812,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,3.882405745062836,1,7.1,4.4,1
45813,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,3.8192090395480225,1,7.3,3.9,1
45814,"Wetzel County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54103,1.0256410256410255,1,9.8,3.7,1
45970,"Gainesville, GA MSA",metropolitan_stat_area,Georgia,"Gainesville, GA",23580,0.5040850230991557,1,4.7,3.7,1
45978,"Susquehanna County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42115,0.6497081819182909,1,5.6,5.3,1
45981,"Susquehanna County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42115,0.9976144003469963,1,4.4,3.9,1
45991,"Taney County, Missouri",county,Missouri,Southwest Missouri nonmetropolitan area,29213,0.4701364057740696,1,6.0,4.9,1
46006,"Hemphill County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48211,20.230547550432277,1,4.6,3.7,1
46018,"Morgan County, Colorado",county,Colorado,Eastern and Southern Colorado nonmetropolitan area,08087,1.9145073444462781,1,5.1,3.7,1
46023,"Conway County, Arkansas",county,Arkansas,West Arkansas nonmetropolitan area,05029,1.8651148910772903,1,9.0,8.1,1
46057,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,10.328256478494366,1,6.4,6.2,1
46058,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,10.328256478494366,1,6.4,6.2,1
46059,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,10.328256478494366,1,6.4,6.2,1
46060,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,10.328256478494366,1,6.4,6.2,1
46061,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,10.328256478494366,1,6.4,6.2,1
46062,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,2.28188124249883,1,7.1,5.3,1
46063,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,2.28188124249883,1,7.1,5.3,1
46064,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,2.28188124249883,1,7.1,5.3,1
46065,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,2.28188124249883,1,7.1,5.3,1
46066,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,2.28188124249883,1,7.1,5.3,1
46067,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.7805923656588296,1,5.6,4.9,1
46068,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.7805923656588296,1,5.6,4.9,1
46069,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.7805923656588296,1,5.6,4.9,1
46070,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.7805923656588296,1,5.6,4.9,1
46071,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.7805923656588296,1,5.6,4.9,1
46072,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.5874229610484945,1,4.9,4.4,1
46073,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.5874229610484945,1,4.9,4.4,1
46074,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.5874229610484945,1,4.9,4.4,1
46075,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.5874229610484945,1,4.9,4.4,1
46076,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,1.5874229610484945,1,4.9,4.4,1
46077,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8053950295040677,1,4.6,3.9,1
46078,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8053950295040677,1,4.6,3.9,1
46079,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8053950295040677,1,4.6,3.9,1
46080,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8053950295040677,1,4.6,3.9,1
46081,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8053950295040677,1,4.6,3.9,1
46082,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8671925653771342,1,8.0,3.7,1
46083,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8671925653771342,1,8.0,3.7,1
46084,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8671925653771342,1,8.0,3.7,1
46085,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8671925653771342,1,8.0,3.7,1
46086,"Lafayette, LA MSA",metropolitan_stat_area,Louisiana,"Lafayette, LA",29180,0.8671925653771342,1,8.0,3.7,1
46116,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.4028436018957346,1,11.8,9.3,1
46117,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.49295774647887325,1,10.4,9.6,1
46118,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.41685965724872626,1,9.7,8.9,1
46119,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.7354579897481613,1,9.3,8.1,1
46122,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.3778337531486146,1,5.8,5.3,1
46123,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.40825096691018475,1,5.0,4.9,1
46124,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.4350663476180117,1,5.3,4.4,1
46125,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.45632333767926986,1,4.5,3.9,1
46126,"Clark County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17023,0.4048582995951417,1,8.0,3.7,1
46136,"Bellingham, WA MSA",metropolitan_stat_area,Washington,"Bellingham, WA",13380,0.39450757783305757,1,4.7,4.4,1
46254,"Odessa, TX MSA",metropolitan_stat_area,Texas,"Odessa, TX",36220,15.67864806866953,1,6.4,5.3,1
46258,"Odessa, TX MSA",metropolitan_stat_area,Texas,"Odessa, TX",36220,16.519033833124485,1,11.0,3.7,1
46259,"Odessa, TX MSA",metropolitan_stat_area,Texas,"Odessa, TX",36220,15.46205772811918,1,8.3,8.1,1
46485,"Goldsboro, NC MSA",metropolitan_stat_area,North Carolina,"Goldsboro, NC",24140,0.39624408635719605,1,4.1,3.9,1
46486,"Goldsboro, NC MSA",metropolitan_stat_area,North Carolina,"Goldsboro, NC",24140,0.3996127975377895,1,6.2,3.7,1
46570,"Caddo County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40015,4.6147507210548,1,6.0,3.7,1
46599,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3307808987737349,1,4.0,3.9,1
46600,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3307808987737349,1,4.0,3.9,1
46601,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3307808987737349,1,4.0,3.9,1
46602,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3492819231970028,1,6.9,3.7,1
46603,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3492819231970028,1,6.9,3.7,1
46604,"Elizabethtown-Fort Knox, KY MSA",metropolitan_stat_area,Kentucky,"Elizabethtown-Fort Knox, KY",21060,0.3492819231970028,1,6.9,3.7,1
46642,"Hot Springs County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56017,4.800872885979269,1,4.9,3.7,1
47146,"Wood County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48499,3.310358217648772,1,6.6,3.7,1
47158,"Humboldt County, Iowa",county,Iowa,Northwest Iowa nonmetropolitan area,19091,2.3262178434592227,1,4.1,3.7,1
47405,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,8.258105031792134,1,7.6,6.2,1
47406,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,8.501485653465785,1,9.4,5.3,1
47407,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,8.7926633260849,1,7.9,4.9,1
47408,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,7.34653743503301,1,6.5,4.4,1
47409,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,6.403385049365304,1,5.7,3.9,1
47410,"St. Mary Parish, Louisiana",county,Louisiana,Southwest Louisiana nonmetropolitan area,22101,6.2338058222831885,1,9.7,3.7,1
47441,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,2.186979840946921,1,6.4,6.2,1
47442,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,1.5873748327257624,1,6.8,5.3,1
47443,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,1.6796782588123966,1,6.4,4.9,1
47444,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,1.8697339770898418,1,4.8,4.4,1
